referenceFournisseur,constructeur,slug,categoryId,status,isFeatured,nom_fr,nom_en,description_fr,description_en,ficheTechnique_fr,ficheTechnique_en,imageUrl,secondaryImageUrl1,secondaryImageUrl2,secondaryImageUrl3,pdfBrochureUrl
2125,MORIA,desmarres-forceps-25-mm-2125,ophthalmology-surgical,active,,Desmarres pinces(25 mm),Desmarres Forceps(25 mm),longueur totale is 10 cm with a 25 mm x 15 mm active part with solid side and fenestrated side.Can be used in the treatment of chalazion and ptosis.,Total length is 10 cm with a 25 mm x 15 mm active part with solid side and fenestrated side.Can be used in the treatment of chalazion and ptosis.,Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 100 mm; Tip: 28x17 mm external shape and 25x15 mm internal shape; Handle: Flat; Intended use: Used in the treatment of chalazion and ptosis.,Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 100 mm; Tip: 28x17 mm external shape and 25x15 mm internal shape; Handle: Flat; Intended use: Used in the treatment of chalazion and ptosis.,https://www.moria-surgical.com/media/cache/product_viewer/files/product/3a82be4215ffa8dba2fef7e6d1ed14234b372c3f.jpg,,,,
MC44,MORIA,de-wecker-mosquito-forceps-curved-mc44,ophthalmology-surgical,active,,De Wecker Mosquito pinces(courbe),De Wecker Mosquito Forceps(curved),Curved and 5.4-cm length with a 2.8-mm active part.Hemostatic forceps with flat manche that peut être utilisé pour weight down sutures.,Curved and 5.4-cm length with a 2.8-mm active part.Hemostatic forceps with flat handle that can be used to weight down sutures.,"Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 53 mm; Tip: Curved, 2.5-mm active part; Handle: Flat; Intended use: Hemostatic forceps to tighten sutures","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 53 mm; Tip: Curved, 2.5-mm active part; Handle: Flat; Intended use: Hemostatic forceps to tighten sutures",https://www.moria-surgical.com/media/cache/product_viewer/files/product/c480af99fbbdd8670cd25388e9305c63fa2c8612.jpg,,,,
2321,MORIA,de-wecker-forceps-mosquito-straight-cross-action-2,ophthalmology-surgical,active,,"De Wecker pinces “Mosquito”(droit, cross-action)","De Wecker Forceps “Mosquito”(straight, cross-action)","Straight, cross-action, 7-cm length with a 3.5-mm active part.Hemostatic forceps with flat manche that peut être utilisé pour weight down sutures.","Straight, cross-action, 7-cm length with a 3.5-mm active part.Hemostatic forceps with flat handle that can be used to weight down sutures.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 70 mm; Tip: Straight, 3.3mm active part; Handle: Flat; Intended use: Hemostatic forceps to tighten sutures","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 70 mm; Tip: Straight, 3.3mm active part; Handle: Flat; Intended use: Hemostatic forceps to tighten sutures",https://www.moria-surgical.com/media/cache/product_viewer/files/product/6403c53a0296216ef7215e0acc01fb50ef17a5c7.jpg,,,,
18158,MORIA,colin-forceps-cross-action-serrated-jaws-18158,ophthalmology-surgical,active,,"Colin pinces(cross-action, serrated jaws)","Colin Forceps(cross-action, serrated jaws)","Ergonomic, longueur totale is 11.7 cm with 5-mm curved active part.Can be used as a nucleus divider.","Ergonomic, total length is 11.7 cm with 5-mm curved active part.Can be used as a nucleus divider.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total length: 117 mm; Tip: 5 mm, curved; Handle: Bird cage; Intended use: Used as a nucleus divider.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total length: 117 mm; Tip: 5 mm, curved; Handle: Bird cage; Intended use: Used as a nucleus divider.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/4526e0f8045798ae583b8e813eea858af3e065bb.jpg,,,,
2146,MORIA,forceps-straight-medium-size-regular-2146,ophthalmology-surgical,active,,"pinces(droit, medium size, regular)","Forceps(straight, medium size, regular)",Forceps with smooth platforms.10.4-cm longueur totale with 5.0-mm active part.,Forceps with smooth platforms.10.4-cm total length with 5.0-mm active part.,"Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 104 mm; Tip: 5-mm platforms; Handle: Flat, smooth","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 104 mm; Tip: 5-mm platforms; Handle: Flat, smooth",https://www.moria-surgical.com/media/cache/product_viewer/files/product/d4b52a6e075669acbac9a435cb3c8fb42f85efeb.jpg,,,,
6031BIS,MORIA,cilia-forceps-swiss-model-1-5-mm-concave-jaws-6031,ophthalmology-surgical,active,,"Cilia pinces, Swiss model(1.5-mm concave jaws)","Cilia Forceps, Swiss model(1.5-mm concave jaws)","Very thin forceps, with flat and striated manche.9.8-cm longueur totale, with 4.0-mm active part.","Very thin forceps, with flat and striated handle.9.8-cm total length, with 4.0-mm active part.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Length: 98 mm; Tip: 1.5 mm concave jaws; Handle: Flat, serrated","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Length: 98 mm; Tip: 1.5 mm concave jaws; Handle: Flat, serrated",https://www.moria-surgical.com/media/cache/product_viewer/files/product/4f6e63f1bb47d7f7c8d7570b093d593995d71b38.jpg,,,,
13245,MORIA,mac-pherson-moria-forceps-0-2-mm-teeth-with-platfo,ophthalmology-surgical,active,,"Mac Pherson-Moria pinces(0.2-mm dents with plateformes, angled)","Mac Pherson-Moria Forceps(0.2-mm teeth with platforms, angled)","réutilisableMac Pherson-Moria forceps,angled, with0.2-mm teethandplatforms, withclaws. peut être utilisé pour hold the eye pendant la chirurgie ophtalmique.","ReusableMac Pherson-Moria forceps,angled, with0.2-mm teethandplatforms, withclaws. Can be used to hold the eye during ophthalmic surgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 11.8 cm; Tip: 0.2-mm teeth, with claws, angled; Handle: Bird cage design; Intended use: To hold the eye during ophthalmic surgery.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 11.8 cm; Tip: 0.2-mm teeth, with claws, angled; Handle: Bird cage design; Intended use: To hold the eye during ophthalmic surgery.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/00a7d93095d405ec8f5d09675c0dc1abea40a1d7.jpg,,,,
7850C,MORIA,moria-forceps-3-mm-platforms-straight-jaws-7850c,ophthalmology-surgical,active,,"Moria pinces(3-mm plateformes, droit jaws)","Moria Forceps(3-mm platforms, straight jaws)","Moria holding forceps with an active pointe of 3-mmplatformsandstraightjaws, and 9.8-cm length.peut être utilisé pour hold the threads duringsutures.","Moria holding forceps with an active tip of 3-mmplatformsandstraightjaws, and 9.8-cm length.Can be used to hold the threads duringsutures.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total length: 98 mm; Tip: 3-mm platforms, straight jaws; Handle: Flat, serrated; Intended use: To hold the suture wire.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total length: 98 mm; Tip: 3-mm platforms, straight jaws; Handle: Flat, serrated; Intended use: To hold the suture wire.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/5c5405afa00cedc0caa35a156d1bf49239c3d0af.jpg,,,,
2221,MORIA,barraquer-forceps-straight-with-oblique-teeth-2221,ophthalmology-surgical,active,,Barraquer pinces(droit with oblique dents),Barraquer Forceps(straight with oblique teeth),"longueur totale of the forceps is 10.1 cm with an active oblique part of 9-mm long with 12 x 12 teeth.peut être utilisé pour seize, rotate or manipulate the eyeball without damaging the tissues, to manipulate the scleral edge, to fix the limb, to remove the iris, to lift the conjunctive and the Tenon facia. Forceps for holding are also recommended when it is necessary to manipulate the upper and lower eye muscles: they allow you to exercise light traction on the eyeball.","Total length of the forceps is 10.1 cm with an active oblique part of 9-mm long with 12 x 12 teeth.Can be used to seize, rotate or manipulate the eyeball without damaging the tissues, to manipulate the scleral edge, to fix the limb, to remove the iris, to lift the conjunctive and the Tenon facia. Forceps for holding are also recommended when it is necessary to manipulate the upper and lower eye muscles: they allow you to exercise light traction on the eyeball.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 102 mm; Tip: 9-mm oblique teeth with 12 x 12 teeth; Handle: Flat handle, serrated; Intended use: Intended to grasp, rotate or manipulate the globe without damaging any tissue, manipulate the scleral rim, fixate the limbus, remove the iris, to lift the conjonctiva and Tenon’s fascia. Fixation forceps are also mentioned when it is needed to manipulate the superior and/or inferior rectus muscles allowing a gentle traction to the globe.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 102 mm; Tip: 9-mm oblique teeth with 12 x 12 teeth; Handle: Flat handle, serrated; Intended use: Intended to grasp, rotate or manipulate the globe without damaging any tissue, manipulate the scleral rim, fixate the limbus, remove the iris, to lift the conjonctiva and Tenon’s fascia. Fixation forceps are also mentioned when it is needed to manipulate the superior and/or inferior rectus muscles allowing a gentle traction to the globe.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/b7a87a37daaf8f7f5e51b8f2370d86be7f9f3638.jpg,,,,
20021,MORIA,y-stroma-descemetic-dissector-for-dmek-20021,ophthalmology-surgical,active,,Y Stroma-Descemetic Dissector(for DMEK),Y Stroma-Descemetic Dissector(for DMEK),"Descemetic stroma hook used during the first stage of graft preparation for DMEK surgery, allowing the endothelium to be marked out.","Descemetic stroma hook used during the first stage of graft preparation for DMEK surgery, allowing the endothelium to be marked out.",,,https://www.moria-surgical.com/media/cache/product_viewer/files/product/4193423cb9ba090e6abf86e32d47b3378666d875.jpg,,,,
20000,MORIA,crozafon-forceps-1-8-mm-1-8-mm-incision-20000,ophthalmology-surgical,active,,Crozafon pinces - 1.8 mm(1.8-mm incision),Crozafon Forceps - 1.8 mm(1.8-mm incision),réutilisablecapsulorhexis forcepswithcurved active partand ≈45°pointed pointe to produce the rhexis of the anterior capsular bag through a1.8-mmincision.,Reusablecapsulorhexis forcepswithcurved active partand ≈45°pointed tip to produce the rhexis of the anterior capsular bag through a1.8-mmincision.,"Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 117 mm; Tip: Pointed, ≈45°; Other characteristics: Curved active part; Instrument base shape: Bird-cage handle; Intended use: Intended to perform the rhexis of the capsular bag through a 1.8-mm incision","Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 117 mm; Tip: Pointed, ≈45°; Other characteristics: Curved active part; Instrument base shape: Bird-cage handle; Intended use: Intended to perform the rhexis of the capsular bag through a 1.8-mm incision",https://www.moria-surgical.com/media/cache/product_viewer/files/product/0ba12bba2440b56729f6da0bcd95d36a4b41e686.jpg,,,,
18225,MORIA,fechtner-forceps-fine-tying-platforms-18225,ophthalmology-surgical,active,,Fechtner pinces(fine tying plateformes),Fechtner Forceps(fine tying platforms),"Ergonomic,straightand micro platform.Atraumatic thanks to its pointe consisting of two rings with an external width of 0.6 mm and an internal width of 0.4 mm. 11.1-cm longueur totale with a 6.0-mm active part.peut être utilisé pour manipulate conjunctiva.","Ergonomic,straightand micro platform.Atraumatic thanks to its tip consisting of two rings with an external width of 0.6 mm and an internal width of 0.4 mm. 11.1-cm total length with a 6.0-mm active part.Can be used to manipulate conjunctiva.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Length: 111 mm; Tip: 6-mm platforms, 0.6-mm tip diameter with hole for grasping; Handle: Bird cage; Intended use: To manipulate conjunctiva.","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Length: 111 mm; Tip: 6-mm platforms, 0.6-mm tip diameter with hole for grasping; Handle: Bird cage; Intended use: To manipulate conjunctiva.",https://www.moria-surgical.com/media/cache/product_viewer/files/product/163a3804e084c45104f02a38e6010a9c206d1b64.jpg,,,,
19074,MORIA,iol-explantation-forceps-7-mm-serrated-jaws-19074,ophthalmology-surgical,active,,IOL Explantation pinces(7-mm serrated jaws),IOL Explantation Forceps(7-mm serrated jaws),"longueur totale is 11.9 cm, and active part with 7-mm serrated jaws.peut être utilisé pour remove implant fragments.","Total length is 11.9 cm, and active part with 7-mm serrated jaws.Can be used to remove implant fragments.",Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 119 mm; Tip: 7-mm serrated jaws; Handle: Flat handle; Intended use: Used to remove IOL pieces.,Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 119 mm; Tip: 7-mm serrated jaws; Handle: Flat handle; Intended use: Used to remove IOL pieces.,https://www.moria-surgical.com/media/cache/product_viewer/files/product/2389abcaa67406c5a318c15a784047a794f532fc.jpg,,,,
MC40,MORIA,dumont-forceps-straight-mc40,ophthalmology-surgical,active,,Dumont pinces(droit),Dumont Forceps(straight),10.9-cm straight Dumont forceps with pointes closing flat on 4 mm.Can be used during deep sclerectomy.,10.9-cm straight Dumont forceps with tips closing flat on 4 mm.Can be used during deep sclerectomy.,"Reusability: Yes; Packaging: X1; Material*: Stainless steel; Length: 109 mm; Tip: Straight, thin; Handle: Flat, serrated; Intended use: Used during deep sclerectomy","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Length: 109 mm; Tip: Straight, thin; Handle: Flat, serrated; Intended use: Used during deep sclerectomy",https://www.moria-surgical.com/media/cache/product_viewer/files/product/95ffd4e95605d57fdf2066f869df11c5aed2122f.jpg,,,,
MC40B,MORIA,dumont-forceps-curved-mc40b,ophthalmology-surgical,active,,Dumont pinces(courbe),Dumont Forceps(curved),10.7-cm curved Dumont forceps with pointes closing flat on 4 mm.Can be used during deep sclerectomy.,10.7-cm curved Dumont forceps with tips closing flat on 4 mm.Can be used during deep sclerectomy.,"Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 107 mm; Tip: Curved, thin; Handle: Flat, serrated; Intended use: To perform deep sclerectomy during glaucoma surgery","Reusability: Yes; Packaging: X1; Material*: Stainless steel; Total lenght: 107 mm; Tip: Curved, thin; Handle: Flat, serrated; Intended use: To perform deep sclerectomy during glaucoma surgery",https://www.moria-surgical.com/media/cache/product_viewer/files/product/e622a759841afcfc7548f7b5ff387160be14c2da.jpg,,,,
19079,MORIA,hachet-capsulorhexis-forceps-2-2-mm-incision-cross,ophthalmology-surgical,active,,"Hachet Capsulorhexis pinces(2.2-mm incision, cross-action)","Hachet Capsulorhexis Forceps(2.2-mm incision, cross-action)",Cross-action capsulorhexis forcepswithcurved active partand  ≈45°pointed pointe to produce the rhexis of the anterior capsular bag through a2.2-mmincision.,Cross-action capsulorhexis forcepswithcurved active partand  ≈45°pointed tip to produce the rhexis of the anterior capsular bag through a2.2-mmincision.,"Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 120 mm; Tip: Pointed, ≈45°; Other characteristics: Curved active part, cross-action; Instrument base shape: Bird-cage handle; Intended use: Intended to perform the rhexis of the capsular bag through a 2.2-mm incision","Reusability: Yes; Packaging: X1; Material*: Stainless steel; SizeTotal length: 120 mm; Tip: Pointed, ≈45°; Other characteristics: Curved active part, cross-action; Instrument base shape: Bird-cage handle; Intended use: Intended to perform the rhexis of the capsular bag through a 2.2-mm incision",https://www.moria-surgical.com/media/cache/product_viewer/files/product/64cdfcd64ecd08283770676ae0c9c7622425d9f1.jpg,,,,
