Ref Fournisseur,Nom Produit (FR),Nom Produit (EN),Fabricant,Discipline (Parent),Categorie,Category ID,Statut
OMNI-BLUE,OMNI Blue - Colorant vital bleu trypan pour coloration capsulaire,OMNI Blue - Trypan Blue Vital Dye for Capsule Staining,omni,Ophtalmologie,Consommables,oph-consumable,active
OMNI-FLUORO,OMNI Fluoro - Bandelettes diagnostiques à la fluorescéine sodique,OMNI Fluoro - Fluorescein Sodium Diagnostic Strips,omni,Ophtalmologie,Consommables,oph-consumable,active
OMNI-HYAL,OMNI Hyal - Solution viscoélastique de hyaluronate de sodium 2%,OMNI Hyal - Sodium Hyaluronate 2% Viscoelastic Solution,omni,Ophtalmologie,Consommables,oph-consumable,active
OMNI-IRIS,OMNI Iris - Rétracteurs d'iris jetables stériles,OMNI Iris - Sterile Disposable Iris Retractors,omni,Ophtalmologie,Consommables,oph-consumable,active
OMNI-SCHIRMER,OMNI Schirmer - Bandelettes de test lacrymal de Schirmer,OMNI Schirmer - Schirmer Tear Test Strips,omni,Ophtalmologie,Consommables,oph-consumable,active
OMNI-VISC,OMNI Visc - Solution viscoélastique HPMC 2%,OMNI Visc - HPMC 2% Viscoelastic Solution,omni,Ophtalmologie,Consommables,oph-consumable,active
570,Precizon Presbyopic NVA,Precizon Presbyopic NVA,ophtec,Ophtalmologie,Consommables,oph-consumable,active
ARTISAN APHAKIA,Artisan Aphakie,Artisan Aphakia,ophtec,Ophtalmologie,Consommables,oph-consumable,active
ARTISAN MYOPIA,Artisan Myopie 206,Artisan Myopia 206,ophtec,Ophtalmologie,Consommables,oph-consumable,active
"DO2-70, DO2-72, DO2-74",Pinces d'Implantation Artisan DO2-70/72/74,Artisan Implantation Forceps DO2-70/72/74,ophtec,Ophtalmologie,Consommables,oph-consumable,active
4.c.4,C4V CHROMO4VIS,C4V CHROMO4VIS,regensight,Ophtalmologie,Consommables,oph-consumable,active
RITSIGHT,Ritsight,Ritsight,regensight,Ophtalmologie,Consommables,oph-consumable,active
2P2,eyePlate-200,eyePlate-200,rheon,Ophtalmologie,Consommables,oph-consumable,active
2P2s,eyePlate-200s,eyePlate-200s,rheon,Ophtalmologie,Consommables,oph-consumable,active
3P2,eyePlate-300,eyePlate-300,rheon,Ophtalmologie,Consommables,oph-consumable,active
3P2s,eyePlate-300s,eyePlate-300s,rheon,Ophtalmologie,Consommables,oph-consumable,active
C4,Stylo eyeWatch,eyeWatch Pen,rheon,Ophtalmologie,Consommables,oph-consumable,active
M4,Implant eyeWatch,eyeWatch implant,rheon,Ophtalmologie,Consommables,oph-consumable,active
aW-syst-2Q0-01,Système eyeWatch avec eyePlate-200 (1x implant eyeWatch + 1x Stylo eyeWatch usage unique + 1x eyePlate-200),eyeWatch system with eyePIate-200 (contains 1x eyeWatch implant + 1x eyeWatch Pen single-use + 1x eyePlate-200),rheon,Ophtalmologie,Consommables,oph-consumable,active
eW-syst-300-01,Système eyeWatch avec eyePlate-300 (1x implant eyeWatch + 1x Stylo eyeWatch usage unique + 1x eyePlate-300),eyeWatch system with eyePlate-300 (contains 1x eyeWatch implant + 1x eyeWatch Pen single-use + 1x eyePlate-300),rheon,Ophtalmologie,Consommables,oph-consumable,active
sC1,Stylo eyeWatch Usage Unique,eyeWatch Pen single use,rheon,Ophtalmologie,Consommables,oph-consumable,active
1DAYACUV,ACUVUE OASYS 1-DAY pour Astigmatisme avec HydraLuxe,ACUVUE OASYS 1-DAY for Astigmatism with HydraLuxe,johnson-johnson-vision,Ophtalmologie,Contactologie,oph-contactology,active
1DAYMOIS,1-DAY ACUVUE MOIST pour Astigmatisme avec LACREON,1-DAY ACUVUE MOIST for Astigmatism with LACREON,johnson-johnson-vision,Ophtalmologie,Contactologie,oph-contactology,active
ACUVUE2,Lentilles de Contact Bi-Hebdomadaires ACUVUE 2,ACUVUE 2 Bi-Weekly Contact Lenses,johnson-johnson-vision,Ophtalmologie,Contactologie,oph-contactology,active
ACUVUEOA,ACUVUE OASYS 1-DAY avec HydraLuxe,ACUVUE OASYS 1-DAY with HydraLuxe,johnson-johnson-vision,Ophtalmologie,Contactologie,oph-contactology,active
ACUVUEVI,Lentilles de Contact Mensuelles ACUVUE VITA,ACUVUE VITA Monthly Contact Lenses,johnson-johnson-vision,Ophtalmologie,Contactologie,oph-contactology,active
1011-P-7034,Écran Facial pour Ophtalmoscope Indirect Binoculaire,Binocular Indirect Face Shield,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1011-P-7042,Pack de 4 Manchons de Poignée Couleurs Assorties,Pack of Four Assorted Colour Handle Sleeves,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1011-P-7106,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1011-P-7210,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1011-P-7229,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1012-P-5276,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1012-P-7003,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1012-P-7006,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1012-P-7008,Mise à Niveau LED All Pupil II,All Pupil II LED Upgrade,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1013-P-7008,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1013-P-7009,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1013-P-7010,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1013-P-7011,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1015-P-7031,Écran Facial pour Ophtalmoscope Indirect Binoculaire,Binocular Indirect Face Shield,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1015-P-7058,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1015-P-7066,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1127-P-1008,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1127-P-1009,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1127-P-1010,Ophtalmoscope de Poche,Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1128-P-1003,Otoscope à Fibre Optique LED Keeler,Keeler LED Fiber Optic otoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1128-P-1004,Ophtalmoscope de Poche,Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1128-P-1008,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1128-P-1013,Batterie lithium pour Vantage Plus Sans Fil,Lithium Battery for Wireless Vantage Plus,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1128-P-1014,Ophtalmoscope de Poche,Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1128-P-1015,Ophtalmoscope de Poche,Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1128-P-1017,Ophtalmoscope de Poche,Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1132-P-1042,Ophtalmoscope de Poche,Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1132-P-1050,Ophtalmoscope de Poche Jazz LED,Jazz LED Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1132-P-1149,Ophtalmoscope de Poche,Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1132-P-1157,Ophtalmoscope de Poche Jazz LED,Jazz LED Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1132-P-1173,Batterie lithium pour Vantage Plus Sans Fil,Lithium Battery for Wireless Vantage Plus,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1132-P-1181,Ophtalmoscope de Poche,Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1132-P-1202,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1201-P-6067,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1201-P-6075,Pack de 4 Manchons de Poignée Couleurs Assorties,Pack of Four Assorted Colour Handle Sleeves,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1201-P-7000,Mallette de Transport en Aluminium pour PSL,Aluminium Carry Case for PSL,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1202-P-7117,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1202-P-7192,Lentille Hi Mag Vantage Plus,Vantage Plus Hi Mag Lens,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1202-P-7205,Miroir d'Enseignement Vantage Plus,Vantage Plus Teaching Mirror,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1204-P-3043,Ophtalmoscope Indirect Binoculaire Spectra Iris,Spectra Iris Binocular Indirect Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1205-P-1010,Vantage Plus led digital con software Keeler kapture,Vantage Plus LED Digital con software Keeler Kapture,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1205-P-1015,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1205-P-1016,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1205-P-1019,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1205-P-1020,Ophtalmoscope Indirect Binoculaire LED Vantage Plus,Vantage Plus LED Binocular Indirect Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1205-P-2002,Volk digital 1.0x imaging cristallin – vdgtl1,Volk Digital 1.0x imaging lens – VDGTL1,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1205-P-5010,Camera Digital Ready avec Logiciel Kapture,Digital Ready Camera with Kapture Software,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1205-P-7001,Vantage Plus Digital BIO avec Logiciel Kinexis,Vantage Plus Digital BIO with Kinexis Software,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1302-P-1006,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1302-P-1007,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1302-P-1010,Ophtalmoscope de Poche,Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1302-P-1011,Ophtalmoscope de Poche,Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1302-P-1012,Ophtalmoscope Standard,Standard Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1302-P-1013,Ophtalmoscope de Poche,Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1305-P-7000,Mallette Aluminium pour PSL,Aluminum Carrying Case for PSL,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1321-P-7021,Pack de 4 Manchons de Poignée Couleurs Assorties,Pack of Four Assorted Colour Handle Sleeves,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1501-P-5170,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1501-P-5189,Otoscope à Fibre Optique LED Keeler,Keeler LED Fiber Optic otoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1501-P-5218,Batterie Lithium avec Rhéostat,Lithium battery with rheostat,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1501-P-5314,Otoscope à Fibre Optique LED Keeler,Keeler LED Fiber Optic otoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1501-P-5322,Pack de 4 Manchons de Poignée Couleurs Assorties,Pack of Four Assorted Colour Handle Sleeves,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1501-P-7117,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1503-P-1034,Otoscope Standard,Standard Otoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1512-P-7008,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1512-P-7016,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1512-P-7024,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1512-P-7032,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1512-P-7040,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1513-P-1054,Otoscope à Fibre Optique LED Keeler,Keeler LED Fiber Optic otoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1513-P-1062,Volk quadraspheric cristallin – vqflnf,Volk Quadr Aspheric lens – VQFLNF,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1513-P-7026,Pack de 4 Manchons de Poignée Couleurs Assorties,Pack of Four Assorted Colour Handle Sleeves,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1513-P-7034,Écran Facial pour Ophtalmoscope Indirect Binoculaire,Binocular Indirect Face Shield,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1514-P-1064,Otoscope à Fibre Optique LED Keeler,Keeler LED Fiber Optic otoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1514-P-1136,Batterie lithium pour Vantage Plus Sans Fil,Lithium Battery for Wireless Vantage Plus,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1514-P-1144,Otoscope à Fibre Optique LED Keeler,Keeler LED Fiber Optic otoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1514-P-1160,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1514-P-1187,Otoscope à Fibre Optique LED Keeler,Keeler LED Fiber Optic otoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1514-P-7036,Écran Facial pour Ophtalmoscope Indirect Binoculaire,Binocular Indirect Face Shield,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1514-P-7044,Écran Facial pour Ophtalmoscope Indirect Binoculaire,Binocular Indirect Face Shield,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1514-P-7052,Pack de 4 Manchons de Poignée Couleurs Assorties,Pack of Four Assorted Colour Handle Sleeves,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1514-P-7060,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1514-P-7087,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1514-P-7095,Pack de 4 Manchons de Poignée Couleurs Assorties,Pack of Four Assorted Colour Handle Sleeves,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1514-P-7108,Otoscope à Fibre Optique LED Keeler,Keeler LED Fiber Optic otoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1514-P-7116,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1514-P-7124,Otoscope a Fibre Optique Complet,Fibre Optic Otoscope Complete,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1516-P-1033,Otoscope à Fibre Optique LED Keeler,Keeler LED Fiber Optic otoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1517-P-1019,Batterie lithium pour Vantage Plus Sans Fil,Lithium Battery for Wireless Vantage Plus,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1519-P-1001,Otoscope à Fibre Optique LED Keeler,Keeler LED Fiber Optic otoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1519-P-1002,Otoscope à Fibre Optique LED Keeler,Keeler LED Fiber Optic otoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1599-P-7018,Batterie lithium pour Vantage Plus Sans Fil,Lithium Battery for Wireless Vantage Plus,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1901-P-1101,Batterie lithium pour Vantage Plus Sans Fil,Lithium Battery for Wireless Vantage Plus,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1911-P-1228,Kit de Mise à Niveau Double Lithium,Double Lithium Upgrade Kit,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1911-P-1236,Kit de Mise à Niveau Mini Lithium,Mini Lithium Upgrade Kit,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1919-P-1013,Batterie Lithium pour Vantage Plus Sans Fil,Lithium Battery for Wireless Vantage Plus,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1919-P-5215,Batterie Lithium avec Rhéostat,Lithium Battery with Rheostat,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1919-P-5338,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1941-P-1368,Chargeur Double Lithium,Lithium Double Charger,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1945-P-1000,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1945-P-1001,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
1945-P-5019,Tete de Retinoscope Spot Professionnel Seule,Professional Spot Retinoscope Head Only,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1002,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1003,Otoscope à Fibre Optique LED Keeler,Keeler LED Fiber Optic otoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1010,Ophtalmoscope de Poche,Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1011,Ophtalmoscope de Poche,Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1012,Ophtalmoscope de Poche,Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1013,Batterie lithium pour Vantage Plus Sans Fil,Lithium Battery for Wireless Vantage Plus,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1022,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1023,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1024,Ophtalmoscope de Poche,Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1025,Ophtalmoscope de Poche Jazz LED,Jazz LED Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1050,Ophtalmoscope de Poche Jazz LED,Jazz LED Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1051,Ophtalmoscope de Poche,Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1052,Ophtalmoscope de Poche Jazz LED,Jazz LED Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1053,Ophtalmoscope de Poche Jazz LED,Jazz LED Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1064,Ophtalmoscope de Poche,Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1065,Ophtalmoscope de Poche Jazz LED,Jazz LED Pocket Ophthalmoscope,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1066,Volk quadraspheric cristallin – vqflnf,Volk Quadr Aspheric lens – VQFLNF,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
2112-P-1067,Instrument KEELER,KEELER Instrument,KEELER,Ophtalmologie,Diagnostic,oph-diagnostic,active
