referenceFournisseur,constructeur,categoryId,nom_fr,nom_en,description_fr,description_en,ficheTechnique_fr,ficheTechnique_en,pdfBrochureUrl,imageUrls,status,featured,originalReference,processedSlug,variantIndex
D-886.11.021,heine,surgery-instruments,Mini 3000 LED Ophtalmoscope - D-886.11.021,Mini 3000 LED Ophthalmoscope - D-886.11.021,Modern pocket ophtalmoscope avec LEDHQ illumination.,Modern pocket ophthalmoscope with LEDHQ illumination.,,,,https://www.heine.com/fileadmin/_processed_/c/4/csm_D-008.71.120-HEINE-mini3000-LED-ophthalmoscope-battery-handle_1c19f78c0c.png,active,false,"D-001.71.120, D-002.71.120, D-008.71.120, D-008.71.220, D-886.11.021, D-886.11.022",mini-3000-led-ophtalmoscope-d-886-11-021,4
D-886.11.022,heine,surgery-instruments,Mini 3000 LED Ophtalmoscope - D-886.11.022,Mini 3000 LED Ophthalmoscope - D-886.11.022,Modern pocket ophtalmoscope avec LEDHQ illumination.,Modern pocket ophthalmoscope with LEDHQ illumination.,,,,https://www.heine.com/fileadmin/_processed_/c/4/csm_D-008.71.120-HEINE-mini3000-LED-ophthalmoscope-battery-handle_1c19f78c0c.png,active,false,"D-001.71.120, D-002.71.120, D-008.71.120, D-008.71.220, D-886.11.021, D-886.11.022",mini-3000-led-ophtalmoscope-d-886-11-022,5
"D-886.11.021, D-886.11.022",heine,surgery-instruments,Mini 3000 LED Diagnostic Ensemble (ophtalmoscope + Otoscope),Mini 3000 LED Diagnostic Set (ophthalmoscope + Otoscope),Maximum quality avec minimum dimensions. Modern pocket-taille ophtalmoscope combined avec,Maximum quality with minimum dimensions. Modern pocket-size ophthalmoscope combined with,,,,https://www.heine.com/fileadmin/_processed_/e/e/csm_D-886.11.021-HEINE-mini3000-LED-otoscope-ophtalmoscope-set-battery-handle-2_23da5e427a.png,active,false,"D-886.11.021, D-886.11.022",heine-d-886-11-021-d-886-11-022-mini-3000,0
"J-008.31.276, J-008.31.277",heine,surgery-instruments,Microlight2 LED Headlight,Microlight2 LED Headlight,,,,,,https://www.heine.com/fileadmin/_processed_/5/f/csm_J-008.31.277-HEINE-Headlight-MicroLight2-additional_cc321197b7.png,active,false,"J-008.31.276, J-008.31.277",microlight2-led-headlight,0
J-008.31.415,heine,surgery-instruments,ML4 LED Headlight - J-008.31.415,ML4 LED Headlight - J-008.31.415,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-415,0
J-008.31.416,heine,surgery-instruments,ML4 LED Headlight - J-008.31.416,ML4 LED Headlight - J-008.31.416,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-416,1
J-008.31.417,heine,surgery-instruments,ML4 LED Headlight - J-008.31.417,ML4 LED Headlight - J-008.31.417,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-417,2
J-008.31.418,heine,surgery-instruments,ML4 LED Headlight - J-008.31.418,ML4 LED Headlight - J-008.31.418,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-418,3
J-008.31.431,heine,surgery-instruments,ML4 LED Headlight - J-008.31.431,ML4 LED Headlight - J-008.31.431,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-431,4
J-008.31.432,heine,surgery-instruments,ML4 LED Headlight - J-008.31.432,ML4 LED Headlight - J-008.31.432,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-432,5
J-008.31.433,heine,surgery-instruments,ML4 LED Headlight - J-008.31.433,ML4 LED Headlight - J-008.31.433,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-433,6
J-008.31.434,heine,surgery-instruments,ML4 LED Headlight - J-008.31.434,ML4 LED Headlight - J-008.31.434,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-434,7
J-008.31.441,heine,surgery-instruments,ML4 LED Headlight - J-008.31.441,ML4 LED Headlight - J-008.31.441,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-441,8
J-008.31.442,heine,surgery-instruments,ML4 LED Headlight - J-008.31.442,ML4 LED Headlight - J-008.31.442,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-442,9
J-008.31.443,heine,surgery-instruments,ML4 LED Headlight - J-008.31.443,ML4 LED Headlight - J-008.31.443,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-443,10
J-008.31.444,heine,surgery-instruments,ML4 LED Headlight - J-008.31.444,ML4 LED Headlight - J-008.31.444,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-444,11
J-008.31.445,heine,surgery-instruments,ML4 LED Headlight - J-008.31.445,ML4 LED Headlight - J-008.31.445,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-445,12
J-008.31.446,heine,surgery-instruments,ML4 LED Headlight - J-008.31.446,ML4 LED Headlight - J-008.31.446,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-446,13
J-008.31.447,heine,surgery-instruments,ML4 LED Headlight - J-008.31.447,ML4 LED Headlight - J-008.31.447,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-447,14
J-008.31.448,heine,surgery-instruments,ML4 LED Headlight - J-008.31.448,ML4 LED Headlight - J-008.31.448,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-448,15
J-008.31.451,heine,surgery-instruments,ML4 LED Headlight - J-008.31.451,ML4 LED Headlight - J-008.31.451,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-451,16
J-008.31.453,heine,surgery-instruments,ML4 LED Headlight - J-008.31.453,ML4 LED Headlight - J-008.31.453,Topseller chirurgical headlight avec LEDHQ illumination. réglable illumination spot taille: 30mm to 80mm range at 420mm distance de travail. Bright et homogeneous edge-to-edge illumination. Stepless lumière intensity control prevents reflexes. Coaxial design pour shadow-free imaging. professionnel L headband avec multiple adjustment points et soft padding. Optional polarisation filtre P2 et yellow filtre. alimentation options: mPack UNPLUGGED (3.5h) ou belt-worn mPack (8.5h).,Topseller surgical headlight with LEDHQ illumination. Adjustable illumination spot size: 30mm to 80mm range at 420mm working distance. Bright and homogeneous edge-to-edge illumination. Stepless light intensity control prevents reflexes. Coaxial design for shadow-free imaging. Professional L headband with multiple adjustment points and soft padding. Optional polarisation filter P2 and yellow filter. Power options: mPack UNPLUGGED (3.5h) or belt-worn mPack (8.5h).,,,,https://www.heine.com/fileadmin/_processed_/3/7/csm_J-008.31.410-HEINE-Headlight-ML4LED-main_1090381405.png,active,false,"J-008.31.415, J-008.31.416, J-008.31.417, J-008.31.418, J-008.31.431, J-008.31.432, J-008.31.433, J-008.31.434, J-008.31.441, J-008.31.442, J-008.31.443, J-008.31.444, J-008.31.445, J-008.31.446, J-008.31.447, J-008.31.448, J-008.31.451, J-008.31.453, J-008.31.455, J-008.31.457, J-008.31.461, J-008.31.463",ml4-led-headlight-j-008-31-453,17
